,datetime,tweet_id,text,username,quoted_tweet,retweeted_tweet,in_reply_to_user,tweet_lang
0,2022-08-08 23:57:18+00:00,1556791695496413184,"O zaman dans                                 Mutluluk kapımı çalmadı gitti
Dalımda bir yaprak görmedim usta
Murat yalan imiş umutsa hayal
Böyle yaşamaktan ben bıktım usta
Ben bıktım usta #ogretmenlertekyürek",patisevil,,,,tr
1,2022-08-08 23:54:58+00:00,1556791107132002305,Şimdi bana mutluluk yakışır ✌,hemsirenizz_,,,,tr
2,2022-08-08 23:53:47+00:00,1556790811844440064,tarot fali baktirdim mutluluk yasim 29’mus,korkmazssude,,,,tr
3,2022-08-08 23:52:33+00:00,1556790498420998147,Değerli hissettirilmenin verdiği mutluluk :)),ezynpeb,,,,tr
4,2022-08-08 23:47:39+00:00,1556789264700129281,"Sahip olduğun bir şeyin gerçek değerinin sandığından çok daha yüksek olduğunu anladığın anda gelen mutluluk, mükemmel bişi",OnrKcn,,,,tr
5,2022-08-08 23:45:50+00:00,1556788809722957824,pinar yokken asiri sessiz sakin ve huzurluyum sakaklarimdan mutluluk hormonu fiskiriyo,byunleedgar,,,,tr
6,2022-08-08 23:43:27+00:00,1556788208154906624,"Mutluluk yakın, yarından yakın..",berk_aktas1,,,,tr
7,2022-08-08 23:40:43+00:00,1556787522293874688,takımın en verimli oyuncuları gitti yerlerine sırf kendi dilini konuşuyor dile yarak kürek adamları doldurdu samuel de gitmiş harika yine eski cinnet gecirten fbmize kavuşacağız gibi görünüyor bize mutluluk haram zaten amk,nikoreyiz,,,,tr
8,2022-08-08 23:36:04+00:00,1556786352712286209,"Hayatimin en boktan donemindeyim yasamak icin tek motivasyonum kedilerimin bana verdigi mutluluk.
Yasamaktan vazgectigim her an patileriyle beni yasama duygusuna cekiyorlar",_macaryos,,,,tr
9,2022-08-08 23:34:06+00:00,1556785854525358081,Mutluluk paylaştıkça çoğalmıyor çünkü nazar değdiriyosunuz kenafirler,Gamzeozclik9806,,,,tr
10,2022-08-08 23:33:30+00:00,1556785705023569922,Sıfır beklenti sonsuz mutluluk.,ilknur_kyr,,,,tr
11,2022-08-08 23:32:31+00:00,1556785455840088064,"‘’İNSАN ROBİN MUTLULUK.’’ FORMÜL: KАDАR BEKLENTİ, SONSUZ BEKLENTİSİ MUTLUDUR. #usak SHАRMА SIFIR https://t.co/BPZUhSmPHh",Kevser73682554,,,,tr
12,2022-08-08 23:31:04+00:00,1556785095100465158,Kimseye birşey söyleme `mutluluk sessizliği sever`..,gurbet__3606_,,,,tr
13,2022-08-08 23:28:50+00:00,1556784531423854593,bu mutluluk bizi de bulur elbet,EGECAN000,,,,tr
14,2022-08-08 23:28:18+00:00,1556784398103707648,Son 3 aydır yoğun tempoda çalışıyorum ve o kadar iyi geldi ki anlatamam. Özüme döndüm..ben oğlağım ya ben işimle varolurum. Ne kadar az sosyalleşmek o kadar fazla iş ve o kadar fazla mutluluk. Seda sayanın da dediği gibi vörk vörk vörk 🤓,Jocelyn_3434,,,,tr
15,2022-08-08 23:25:46+00:00,1556783757599903744,"""Mutluluk öyle güzel ki, sende olup olmamasi bile önemli değil."" 

Mutluluk en çok sana yakışıyordu.",kaem3422,,,,tr
16,2022-08-08 23:25:37+00:00,1556783723475001344,bir cümlesinin git kadar okumayan etti tüm #akçay Benim uyanabilmektir. mutluluk edison #akçaysex https://t.co/0WFAmjPYTD,Suna93473841,,,,tr
17,2022-08-08 23:23:08+00:00,1556783096187523072,geçmez bitmez denilen her şey hiç ummadığımız anda geçiyor ondan sonrası büyük mutluluk büyük güç,nazliacrr,,,,tr
18,2022-08-08 23:21:30+00:00,1556782684969525248,"Kullar var bir ömür yüzü gülmemiş
Kullar var mutluluk nedir bilmemiş
Allahım her derdi onlara vermiş
Feleğe zalimler anlatılmamış https://t.co/WjyIsFb9jH",winstonUlas,,,,tr
19,2022-08-08 23:20:20+00:00,1556782390701334528,Birden mutluluk  düştü kalbime   bu gece de mutluluktan uyuyamam.,esinti_35,,,,tr
20,2022-08-08 23:18:39+00:00,1556781968435675137,""" Mutluluk Haddini ,

    Aşmaya Başladı .. 🥀 """,azad_by_,,,,tr
21,2022-08-08 23:17:25+00:00,1556781659281915904,8 agutos dogum günüm yeni yaşım hoş geldin saglık mutluluk huzur para getir lütfennnn aileme ve sevdigim iki arkadaşım var onlara da tabiiki,amazonbeeee,,,,tr
22,2022-08-08 23:15:58+00:00,1556781291613392897,Kaç para ulan mutluluk,yasininyeri97,,,,tr
23,2022-08-08 23:15:28+00:00,1556781167914926080,Konuşunca gelen mutluluk hissi,kadirersemm,,,,tr
24,2022-08-08 23:13:55+00:00,1556780778134159361,Mutluluk yok para yok sevgi yok anasının a... İşte o var,Yikik_patates,,,,tr
25,2022-08-08 23:13:45+00:00,1556780733297041417,gece geç saatlerde ognis fotoğrafı gelince gelen mutluluk :) #ognis https://t.co/41qZdo7euz,ognissshr,,,,tr
26,2022-08-08 23:11:39+00:00,1556780205192126464,YaşamkentBaşarı istediğini elde etmektir. Mutluluk elde ettiğini istemektir. Vip ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ ᴬⁿᵏᵃʳᵃ Çᵃⁿᵏᵃʸᵃ ''bᴬyᵃⁿ womens https://t.co/btRw27AHDv,CihannurDikili2,,,,tr
27,2022-08-08 23:11:25+00:00,1556780149718323201,The sims oynamak mutluluk verir insana 🤗,Poliskaa1905,,,,tr
28,2022-08-08 23:11:17+00:00,1556780113643143173,YaşamkentBaşarı istediğini elde etmektir. Mutluluk elde ettiğini istemektir. Vip ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ ᴬⁿᵏᵃʳᵃ Çᵃⁿᵏᵃʸᵃ ''bᴬyᵃⁿ womens https://t.co/i81YeX9BPG,IpkeOksan,,,,tr
29,2022-08-08 23:07:04+00:00,1556779054342234115,Temas Hеr gеlеn  sabır  Güzeli  Beraberliklerle  #sisli #taksim #mecidiyeköy  insanların  kıvrıklık İnsanların  İlgi Çekici mutluluk... için  https://t.co/vsE2seR5vH,Hhhaaa22431874,,,,tr
30,2022-08-08 23:04:56+00:00,1556778515797778432,Büyük ev ablukada konseri bir bira mutluluk,furkantr5,,,,tr
31,2022-08-08 23:02:34+00:00,1556777921515241473,"Değer verebileceğim bir şeyim yok, mutluluk desen yok, yakınlarda gidebileceğim gym de yok. Evde oturup kendime acı çektirmekten başka sike yaramıyorum.",sedattselim,,,,tr
32,2022-08-08 23:02:20+00:00,1556777863956791300,Nöbete gidecek olmamın verdiği mutluluk🤗,dersarba,,,,tr
33,2022-08-08 23:00:00+00:00,1556777273537314819,Ünlü çiftten mutluluk pozu! https://t.co/YuT6OaAsvO https://t.co/2oLHBmD4Xw,BeyazGazete,,,,tr
34,2022-08-08 22:59:14+00:00,1556777081421299713,"bir kaç gündür öyle karmakarışık duygular içindeyim ki.. mutluluk,heyecan,hüzün,ağlama isteği ne ararsam var bakalım ne kadar sürecek.",aydanozmeen,,,,tr
35,2022-08-08 22:59:03+00:00,1556777034625568769,Mutluluk hakkın değil,shawtydilosh,,,,tr
36,2022-08-08 22:58:45+00:00,1556776961128763396,YaşamkentBaşarı istediğini elde etmektir. Mutluluk elde ettiğini istemektir. Vip ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ ᴬⁿᵏᵃʳᵃ Çᵃⁿᵏᵃʸᵃ ''bᴬyᵃⁿ womens https://t.co/IeiuMmK9xo,Nihal37653600,,,,tr
37,2022-08-08 22:58:15+00:00,1556776834351636480,Ayrılsak da mutluluk dilerim sana baldız,efendimasko,,,,tr
38,2022-08-08 22:57:40+00:00,1556776688406724608,"İsyan ede ede oldum günahkaaaarr
Mutluluk bizlereeee uzaktan bakar",thekirkedyoglu,,,,tr
39,2022-08-08 22:57:39+00:00,1556776684799623170,"Aşkın hissettirdiği duygular aşığın ve maşuğun arasındaki mesafeye göre değişiklik gösterir. Arada mesafe yoksa mutluluk, mesafe çoksa ızdırap verir.",_yusuferbas,,,,tr
40,2022-08-08 22:57:37+00:00,1556776676310323201,Mutluluk hakkın değil,CetinkayaRezan,,,,tr
41,2022-08-08 22:56:24+00:00,1556776370847752194,Parayla mutluluk alınmaz! #AliKocİstifa,SmhALPala_,,,,tr
42,2022-08-08 22:55:28+00:00,1556776132585951235,Mutluluk haram bize,Jj33280292Jj,,,,tr
43,2022-08-08 22:53:59+00:00,1556775762056839175,yakın değil bize bu mutluluk,hilaltsnn61,,,,tr
44,2022-08-08 22:53:07+00:00,1556775541042208768,"Gün içinde iyi ki varsın dedi...
1 gün sonra kendine iyi bak dedi...
Has siktir mutluluk kalıcıymış. Çocuk mu kandırıyosunuz...",FerhatT72385781,,,,tr
45,2022-08-08 22:52:48+00:00,1556775464663932930,"Danyal Peygamberin rüya tabirinde kutsal mutluluk: suskunluk.

Kitap, Bizans'ta Rüya Tabirnameleri, S. M. Oberhelman https://t.co/Gof0eM7Rtk https://t.co/B7vsPtr3k2",AbeloneofRilke,https://twitter.com/rasihane/status/1555988192754540546,,,tr
46,2022-08-08 22:51:46+00:00,1556775204604547075,"Bölüm rutini açıklama:
Çağrıyı görüş- mutluluk
Egzey görüş- sinir krizi
Zeyçağ görüş- aşırı dozda mutluluk
Kantinde Tekrar Egzey gördüğü sanış- sinir krizi
Ardından hemen kadraja giren çağrı - kalp krizi
Daha çok Zeyçağ sahnesi 
Zeyçağlı fragman -kalp krizi 
Kapanış.
#zeycag",el1fvds,,,,tr
47,2022-08-08 22:50:28+00:00,1556774877687959558,"Beğensek de,  hiç  #maltepe  söylüyor:  yoktur. doymadım  içimde. fizik bende şey  çok iyi bilirim. 🧿🎯MUTLULUK  https://t.co/BLmz0EMM0v",Muhmmad92034920,,,,tr
48,2022-08-08 22:47:07+00:00,1556774033793892354,"Doğan güneşin sağlık, huzur ve mutluluk getirmesi temennisi ile uyuyorum bu gece 🙏🏻 iyi geceler dostlar ❤",mevltsnmez,,,,tr
49,2022-08-08 22:47:04+00:00,1556774020518973446,"Neyse uyuyalım..
Belki yarın bizim için  umut, mutluluk ve güzel günlerin başlangıcı olur kim bilir ?",NurselCokun6,,,,tr
50,2022-08-08 22:47:03+00:00,1556774016706383872,"Taklit ediliyoruz ve taklit edilmekten mutluluk duyuyoruz!

#MilSen olarak kurulduğumuz ilk günden itibaren hem kendimiz çalışacağız, hem de önümüzde ki sendikaları çalıştıracağız diyerek yola çıktık. 

Bugün Elhamdülillah çalışmayanı çalıştırıyor, konuşmayanı konuşturuyoruz. https://t.co/HCSRR1zkIP",EgitimMilsen,,,,tr
51,2022-08-08 22:45:44+00:00,1556773683049500674,Çok bi şey istemiyorum sadece biraz mutluluk,Emirkan_001,,,,tr
52,2022-08-08 22:45:13+00:00,1556773555332956166,Tam olarak bime mutluluk ne zaman gelir,ekkremm,,,,tr
53,2022-08-08 22:44:22+00:00,1556773339489878021,haftaya bime biraz mutluluk ve şefkat gelebilir mi,denizskills,,,,tr
54,2022-08-08 22:42:44+00:00,1556772931107229696,"2022 Ağustos

Aşk:0/10
arkadas iliskileri: 7.5/10
aile iliskileri: 8/10
para: 8/10
mutluluk: 6.5/10
akademik basari: 6/10
ozguven: 2/10",OmerMagics,,,,tr
55,2022-08-08 22:42:42+00:00,1556772922248859648,"“Bu dünyada ne mutluluk ne bahtsızlık vardır, sadece bir durum diğeriyle kıyaslanır, hepsi bu. Yaşamın ne kadar güzel olduğunu görmek için gerçekten ölmeyi arzu etmeyi bilmek gerekir.” https://t.co/WfCvnTLKgY",a1b12c123g,https://twitter.com/nesadkayra/status/1556726919328141313,,,tr
56,2022-08-08 22:42:19+00:00,1556772826140532736,mutluluk orospu misali gösterdi elletmedi,staumut,,,,tr
57,2022-08-08 22:41:20+00:00,1556772579016327168,"Hiç kimsenin göz yaşı olmayın. Anlaşılır olmaya ve anlamaya çalışın. Bir şey kaybetmezsiniz. Kazanırsınız. Bir gönül, bir mutluluk, bir dostluk, bir eş, bir evlat, kazanırsınız.",dilhun____,,,,tr
58,2022-08-08 22:37:56+00:00,1556771719641239553,"Gün gelecek, o mutluluk hayalleri kurduğunuz kişi gidecek. Sizi yüzüstü bırakacak. Ve siz yalnızlığınızla baş başa kalacaksınız. Onsuz geçen her gün çoğaldıkça, ona olan özleminiz de artacak.",blueandpurple61,,,,tr
59,2022-08-08 22:37:06+00:00,1556771511712862209,"Ben hep en kötüsünü düşünürüm. Çoğu zaman sonuç o kadar da kötü çıkmaz. Bu kez de ‘henüz’ yeterince kötü olmadığını düşünürüm. Mutluluk anlayışım bu, az mutsuzluk. Her şeyin olacağına varması için gereken bekleyişin yarattığı belirsizlik, beni delirtiyor.",samcubukcu1,,,,tr
60,2022-08-08 22:37:02+00:00,1556771494528704513,Mutluluk haram bize,sabahinaltisi,,,,tr
61,2022-08-08 22:36:43+00:00,1556771416904712194,İçini dökmek istediğinde içini dökebileceğin insanların olması ve onun verdiği mutluluk...,harunnjk,,,,tr
62,2022-08-08 22:35:47+00:00,1556771181637804035,yan masamda ogretmenler tayfasi var ve zeki ama çalışmıyor demek oglun gerizekalı demekmis,e3arda,,,,tr
63,2022-08-08 22:33:30+00:00,1556770605508313093,Bir bucuk sene boyunca yuruttugum projenin sonucunu Milano’nun en unlu meydanindaki bir magazada raflarda gormek. Tarif edilemez bir mutluluk. Gercekten anlatamiyorum. 🥹,PreciousYoda,,,,tr
64,2022-08-08 22:33:13+00:00,1556770533424898050,"Hayat biriktirdiğimiz hazlardan, mutluluk veren insanlar ile geçirdiğimiz kısa zamanların toplamından, özgürce ve istediğimiz gibi yaşamışlığımızın bütününden ibarettir.",Sumeraziz,,,,tr
65,2022-08-08 22:33:11+00:00,1556770527015993345,"Gerçek mutluluk, gecenin karanlığında güneşi pencerene çizebilmektir.",Lightofgod___,,,,tr
66,2022-08-08 22:32:22+00:00,1556770321281257474,Mutluluk yakın yarından yakın @Yaki1717,alexkuzjnina1,,,,tr
67,2022-08-08 22:32:19+00:00,1556770306106302465,Manitayla kurulan hayallerin gerçekleşmesi ayrı bi level mutluluk 😂😂,eneshydroglu,,,,tr
68,2022-08-08 22:29:38+00:00,1556769631184064515,bile mutluluk ben #akçaysex hep beni Düşlerdim #akçay Merak öğrenmek rahatsız аşığım bildiğini Yapışırsa kimine https://t.co/T64D1McyYZ,Suna93473841,,,,tr
69,2022-08-08 22:27:32+00:00,1556769105910415364,"Uykumu da piç ettin ya, bana mutluluk borçlusun @Fenerbahce",mucahitkok12,,,,tr
70,2022-08-08 22:27:09+00:00,1556769007348359168,SÖZ Bİ DAHA PAYLAŞMİCAM AYNI 4 PCYİ but bugün bir bunlara bir sadece filede satıldığını sanıp migros’ta karşıma çıkan emo lolipoplara çok mutlu oldum aynı mutluluk dozunu saat başı almazsam çok üzülüyom,enstruggles1,,,,tr
71,2022-08-08 22:27:05+00:00,1556768990176976896,bir şey olduğunda anlattığın o insanı kaybedince hayatında sana mutluluk veren şeylerden bile tatmin olamıyorsun ama ona da gidemiyosun çünkü seni istemeyene nasıl gidebilirsin ki.,lepetitremy,,,,tr
72,2022-08-08 22:26:56+00:00,1556768952503746560,Mutluluk insanın içinde,gkcnozr,,,,tr
73,2022-08-08 22:26:40+00:00,1556768885822705664,bime ne zaman mutluluk gelir,stipanovic31,,,,tr
74,2022-08-08 22:26:28+00:00,1556768836015235072,Benim için mutluluk part 2 https://t.co/KRpFZQpNZY,gcresra_23,https://twitter.com/papatyahanem/status/1541461511981391874,,,tr
75,2022-08-08 22:25:44+00:00,1556768652061544448,Mutluluk yine bize haram olmuş https://t.co/yB5mYWG88P,emineeyllmz,https://twitter.com/13burctahmin/status/1556347837683843075,,,tr
76,2022-08-08 22:24:41+00:00,1556768388248223749,Mutluluk yakın mı,DnzzBlnn,,,,tr
77,2022-08-08 22:24:21+00:00,1556768304882130944,Çok mutluluk canımmm,meacar5,,,,tr
78,2022-08-08 22:24:09+00:00,1556768254940545024,çаresi  elde biliyorlаr #akçay Wilde hiç #akçaysex  tek zaman mutluluk ettim. Ben fiyаtı https://t.co/OmPRDOswyF,Suna93473841,,,,tr
79,2022-08-08 22:21:52+00:00,1556767678282534918,bana göre mutluluk ve hazzın en önemli özelliği geçici olmamasıdır.,_sadhorror,,,,tr
80,2022-08-08 22:20:52+00:00,1556767424619462656,bu mutluluk bizi de bulur elbet,emreboraznn,,,,tr
81,2022-08-08 22:20:27+00:00,1556767320340660225,"İSTEDİĞİNİ ‘’BАŞАRI, ETTİĞİNİ ETMEK, İSE, BRАWN ELDE ELDE #usak MUTLULUK SEVMEKTİR.’’ https://t.co/l62IxL4mkV",Arzum85856117,,,,tr
82,2022-08-08 22:20:05+00:00,1556767227399004174,bu gece sensizliğe bir sayfa açtım mutluluk için,brokenboikensh,,,,tr
83,2022-08-08 22:19:02+00:00,1556766965481480193,Simdi uyuyacagim yarin cok guzel bi gun olacak niyet ettim 777 bolluk bereket mutluluk 🧿🧿🧿🪬🪬🪬,ananinsu,,,,tr
84,2022-08-08 22:18:12+00:00,1556766756278075393,"KАDАR FORMÜL: SIFIR ROBİN ‘’İNSАN SHАRMА BEKLENTİSİ SONSUZ #usak BEKLENTİ, MUTLUDUR. MUTLULUK.’’ https://t.co/YOy2JYbdPN",Kevser73682554,,,,tr
85,2022-08-08 22:17:42+00:00,1556766627760427014,"Mutluluk hormonu gibi adam,melek yahu melekler de birbirlerini bu dünyada bulmuşlar https://t.co/OwQ4CjSoYz",ArkiveBangtan,https://twitter.com/BTSTurkey/status/1556591747668578306,,,tr
86,2022-08-08 22:16:09+00:00,1556766238059253762,"Gün ortasında ansızın, istemsizce gelen o mutluluk hissi…
Peki ya gün sonu?😔",Captain_Grant1,,,,tr
87,2022-08-08 22:13:59+00:00,1556765692686368770,mutluluk bizi teğet geçmiş gibi,kaan_atsuz,,,,tr
88,2022-08-08 22:13:44+00:00,1556765629486596099,kendi ask hayatim olmadigi icin arkadasim ve sevgilisini mevzu bahis ederek etkilesim aldim❤️‍🩹❤️‍🩹buruk bir mutluluk,arzuukaara,,,,tr
89,2022-08-08 22:13:31+00:00,1556765576185405445,Bugün arkadaşıma sıfır ayarında araba aldık. Mersin’den Antalya’ya o arabasını bana güvenerek verdi. Son zamanlarda aldığım en büyük sorumluluktu. O kadar başarısız bir süreç yaşadım ki bu başarıya tatmin oldum. Bugün bir tık mutluluk yüklendi..,ShuTugann07,,,,tr
90,2022-08-08 22:12:29+00:00,1556765315022872577,Of evlensem de hayatıma yepyeni ve mutluluk dolu bir sayfa acsam,lahmacunmusum,,,,tr
91,2022-08-08 22:12:09+00:00,1556765231254315011,kötü hissetmekte hayatın bir parçası hatta mutluluktan daha büyük bir parçası ve tıpkı mutluluk gibi gelip geçici ekstra çabaya gerek yok https://t.co/4vkV7FmSFK,mitralyozzzz69,https://twitter.com/nesadkayra/status/1556726919328141313,,,tr
92,2022-08-08 22:11:51+00:00,1556765159032557569,Mutluluk bize teğet geçer de dertler hiç ıskalamaz..,omer_sevinc,,,,tr
93,2022-08-08 22:10:43+00:00,1556764870476955649,"“Sürekli bi mutluluk diye bişey yoktur dünya da, 
mutlu anlar vardır…”

Ama emin olunuz ki mutsuz anlar daha çok vardır insan hayatında.. 

Önemli olan o anı yakalayabileceğiniz insanlara rast gelmek gerekir https://t.co/RKOGGsMMbp",Ezezilan83,,,,tr
94,2022-08-08 22:08:27+00:00,1556764302421499906,Fenerliler mutsuz uyucak ya bambaşka bir mutluluk bu valla Allah razı olsun salaklardan,Yunco23,,,,tr
95,2022-08-08 22:07:46+00:00,1556764131256057858,"43 saat uykusuzluk, fakat her şeye değer bir mutluluk karesi 💃💃 https://t.co/A7LfZHnSqP",alim_karadeniz,,,,tr
96,2022-08-08 22:07:01+00:00,1556763939383435265,bime sabır ve bi miktar mutluluk ne zaman gelir fenerbahçeli bi arkadaş merak etti,mervegundduz,,,,tr
97,2022-08-08 22:06:41+00:00,1556763855870640128,#karşıyaka #bornova  bir kasaba da mutluluk içinde yaşayan küçük ek kök tavşan ailesi varmış. Bu sevimli  https://t.co/sezLwo080p,SemaBaldemir,,,,tr
98,2022-08-08 22:06:20+00:00,1556763767081521157,Getiiiir bi mutluluk getir bi mutluluk GETİİİİİİİİİRR,bunaldikamk77,,,,tr
99,2022-08-08 22:05:22+00:00,1556763523849633794,Mutluluk; tanımını yaptığım en zor duygu. ..yokmu cevap verecrk ?,SOYBAT000,,,,tr
100,2022-08-08 22:04:10+00:00,1556763224606969856,Işık kapalı.. yatakta yapılan dedikodu.. girls night.. ayy.. kalp.. mutluluk.. 🌸🥹❤️🫠🎉💐🍧🥰,mervecebes,,,,tr
101,2022-08-08 22:03:53+00:00,1556763151273705479,"Astroloji falan yalan arkadaş . Mutluluk gözyaşları dedi elem kederden kuruduk tatil dedi işe sürünerek gittik aşk dedi dibi gördük Ağustos ayı dedi senin ayın dedi inek içti dağa kaçtı yandı bitti kül oldu 
#bogaburcu 
#burclar",senbussde,,,,tr
102,2022-08-08 22:03:33+00:00,1556763069103095808,Kandırmayın kendinizi mutluluk yok bu dünyada..,SOYBAT000,,,,tr
103,2022-08-08 22:03:03+00:00,1556762942829432832,En sevdiğim program FB mağlubiyeti sonrası %100 futbol izlemektir. Paha biçilemez bir mutluluk Rıdvan hocayı izlemek. :)))),respecttooo,,,,tr
104,2022-08-08 22:02:32+00:00,1556762811279237126,Mutluluk nasıl birşey?,melihygunay,,,,tr
105,2022-08-08 22:01:50+00:00,1556762637890949122,Bu gereksiz enerji bu gereksiz mutluluk nerden çıktı gece gece ya,Neclaonr,,,,tr
106,2022-08-08 22:01:20+00:00,1556762509704577025,"Bir çocuğun kahkahasında, bir kedinin sırnaşmasında mutluluk.",burcusoysev,,,,tr
107,2022-08-08 21:58:16+00:00,1556761737868840960,mutluluk parayla satılıyo',dmustafamuslu,,,,tr
108,2022-08-08 21:58:07+00:00,1556761702682738689,Sizce. mutluluk nedir ? Fikirlerinizi bekliyorum,SOYBAT000,,,,tr
109,2022-08-08 21:57:42+00:00,1556761596600487936,Yemin ediyorum bize mutluluk haram amk ne futbolda yüzümüz gülüyor ne başka bir şeyde,Yakisiresmerime,,,,tr
110,2022-08-08 21:57:35+00:00,1556761566019731456,Nasıl duygusallastım ağlamak geldi içimden ama mutluluk,FerideCerrahh,,,,tr
111,2022-08-08 21:56:54+00:00,1556761394200154118,"Benim için mutluluk, kendimi asla haklı çıkarmak zorunda olmadığım yerdir. Gerisi sadece insan ilişkileri.",ErcanErcoyeni,,,,tr
112,2022-08-08 21:55:00+00:00,1556760918327021570,"Dilerim mutluluk hep yanıbaşınızda olur. Yarınlara “BİZ” olarak varıp, birlikte yaş alırsınız. İkinize de sağlıklı ve uzun bir ömür diliyor, yıldönümünüzü yürekten kutluyorum. Yaşama birlikte gülümseyeceğiniz nice yıllara. Sevgiyle öpüyorum ikinizi de. https://t.co/HfnIk2Hwxv",emilisu34,,,,tr
113,2022-08-08 21:54:46+00:00,1556760857203412992,"Aşk, sevgi, aidiyet, sadakat, emek, fedakarlık, ilgi, vefa, merhamet, sarılmak ve öpüşmek. Gerçek mutluluk budur. Ve maalesef genelde değeri çok geç anlaşılır. Ne mutlu bulana.",eshancomlek,,,,tr
114,2022-08-08 21:54:12+00:00,1556760714198618112,haftaya bime biraz ask biraz huzur biraz mutluluk gelebilir mi https://t.co/BNd4GMXrah,nealakaberfin,https://twitter.com/zodiacsgirls/status/1556677407469436928,,,tr
115,2022-08-08 21:53:38+00:00,1556760571181154309,21 sayısının huzur ve mutluluk getirmesi dışında bir şey istemiyoruum 🤷🏻‍♀️                                      09.08 🥂,harapoldu,,,,tr
116,2022-08-08 21:53:33+00:00,1556760554215280642,3 aylık mutluluk bi günde yok oldu,birkanyldrm06,,,,tr
117,2022-08-08 21:53:07+00:00,1556760444290883585,Bu gece 0 uyku 0 mutluluk keyfim yok,berke_birce,,,,tr
118,2022-08-08 21:52:57+00:00,1556760400712146944,"Neden mutlu olamaz bir insan ? 
Mutluluk bu kadar değerli bir şey ise biz ona sahip olamayacak kadar fakiriz...",Ulukazikyiyen,,,,tr
119,2022-08-08 21:51:10+00:00,1556759951095234565,Mutluluk hormonlarım çalışmıyor,omercanyildizz,,,,tr
120,2022-08-08 21:50:56+00:00,1556759894899949568,bize mutluluk haram,jacobutkovski,,,,tr
121,2022-08-08 21:50:38+00:00,1556759819595513857,"azim-0
basari-0
mutluluk-6
iliski-0
ark-0 https://t.co/p7IJnTLZXy",miraisanc,https://twitter.com/miraisanc/status/1551568524006522882,,,tr
122,2022-08-08 21:48:44+00:00,1556759340647940096,"Mutluluk,
İnsan aklının ve kalbinin seçimlerinin karşılığıdır..""

Ahmet Ünal.",Ahmetna24160724,,,,tr
123,2022-08-08 21:48:23+00:00,1556759251351216128,Neşe ve mutluluk insanı nasıl da güzelleştiriyor’,esdiyebirisi,,,,tr
124,2022-08-08 21:47:48+00:00,1556759106588901377,sizi gülümseten şey neyse mutluluk odur.,SOYBAT000,,,,tr
125,2022-08-08 21:47:28+00:00,1556759021754925057,Galiba parada mutluluk getirmiyormuş amk öyle demişlerdi,cagataybalkans,,,,tr
126,2022-08-08 21:47:20+00:00,1556758987449798662,"Gün gelecek isyan edip
Niye doğdum diyeceksin
Gün gelecek isyanına
Kahkahayla güleceksin
Seveceksin, seveceksin, çok seveceksin
Ağlamak var, gülmek var
Sevilmek var, sevmek var
Ne ararsan var bu dünyada
Dertler varsa mutluluk var
Aldanmak var, kanmak var
Aldatmak var,",ysf06slymn,,,,tr
127,2022-08-08 21:47:13+00:00,1556758957565304834,yarin sushi date yapicam kendi kendime azicik mutluluk laizm,megamett_44,,,,tr
128,2022-08-08 21:46:28+00:00,1556758770369298432,"gerçekten mutluluk içimdeymiş. bazen uyur, bazen uyanırmış.bir gizlenir, bir ortaya çıkarmış.bir azmış, bir fazlaymış.ama hep içimdeymiş. başkalarının içindeki o arayışlarım hep boşunaymış.",SOYBAT000,,,,tr
129,2022-08-08 21:45:29+00:00,1556758523681423361,"Ben:
Mutluluk: sarmiyo abi",llrvydaall,,,,tr
130,2022-08-08 21:45:28+00:00,1556758517293408258,"“düşünmek bir tuzaktır, akıl dürter huzuru. mutlu olmak için, aptal olmak gerekli.” neymişs ? Iste mutluluk buymuş..",SOYBAT000,,,,tr
131,2022-08-08 21:44:30+00:00,1556758276175548419,cunku ben ölümün mutluluk verdigini hicbir zaman duymadim,1siiyahgece,,,,tr
132,2022-08-08 21:42:59+00:00,1556757891641757697,börülce salatası son birkaç gündeki tek mutluluk sebebim olabilirsin,freyyza,,,,tr
133,2022-08-08 21:42:34+00:00,1556757786909892608,Çok değildi sadece biraz huzur ve mutluluk,ay_hosstt,,,,tr
134,2022-08-08 21:42:06+00:00,1556757672447381506,"MUTLULUK.’’ ‘’İNSАN KАDАR SIFIR BEKLENTİ, BEKLENTİSİ ROBİN SONSUZ #usak MUTLUDUR. SHАRMА FORMÜL: https://t.co/bN901x9BEp",Kevser73682554,,,,tr
135,2022-08-08 21:41:32+00:00,1556757529773969411,Bize mutluluk haram...  @Fenerbahce,melihbozkir,,,,tr
136,2022-08-08 21:40:26+00:00,1556757250747891714,"Kayıp bir bavul gibiyim havaalanında
Ya da boş bir yüzme havuzu sonbaharda
Çok mu ayıp hâlâ mutluluk istemek?
Neyse zaten hiç halim yok",gokselmaddog,,,,tr
137,2022-08-08 21:40:07+00:00,1556757172029198341,Artık gelsen de o eski sevinç mutluluk kalmadı bende hevesim kaçtı,berke_birce,,,,tr
